Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
G. Hamer,Coventry City,Coventry City,RCMF,26,8000000,2024-06-30,1,72,0,0,1,0.49,16.25,46.15,Brazil,"Brazil, Netherlands",right,169,61,no,10,11.25,44.44,1.25,100,1.25,1.07,1.25,3.75,3.21,2.5,0,0,0,0,1.25,0,0,0,0,0,0,1,1.25,0,0,1.25,1.25,100,0,0,1.25,100,0,0,0,3.75,33.33,2.5,0,0,22.5,0,0,32.5,80.77,17.5,71.43,2.5,100,8.75,100,25,80,7.5,83.33,24.97,48.47,0.62,3.75,0,0,0,0,3.75,7.5,83.33,0,0,2.5,100,2.5,0,11.25,77.78,0,,0,,0,0,0,0,,,0,,,2.5,1.25,0,7.5,0,0
D. Praet,Leicester City,Leicester City,"RCMF, RWF, CF",29,8000000,2024-06-30,5,196,0,0.46,1,0.92,11.94,30.77,Belgium,Belgium,right,181,78,no,3.67,3.67,37.5,1.38,0,0,0,0,2.3,4.55,0.46,0,0,0,0,2.3,0,0,0,0.21,0,0,3,1.38,33.33,0,0.46,2.76,50,0.46,0,2.3,60,0.46,0.92,50,3.21,57.14,3.21,0.92,0,38.57,0.92,1.38,45,88.78,7.81,70.59,18.37,97.5,11.02,91.67,41.79,91.21,0.46,100,17.27,7.26,0.42,1.38,0.46,0,0.46,0,1.38,2.76,66.67,1.38,100,0.92,50,0.46,1.38,3.67,62.5,0,,0,,0,0,0,0,,,2.76,,,0,0,0,0,0,0
F. Downes,Southampton,Southampton,DMF,25,8000000,2027-06-30,21,1853,1,0.33,2,1.48,18.12,46.65,England,England,right,173,70,yes,8.31,6.27,62.79,2.96,32.79,0.49,0.79,0.39,3.89,6.35,1.17,6,0.29,0,0,1.12,0.05,1,0.05,0.02,0,0,4,0.19,25,25,0.1,0.34,42.86,0.05,0,0.29,50,0.05,1.51,54.84,5.1,39.05,0.68,1.17,0.19,56.34,0.1,1.17,70.86,95.34,12.97,85.02,16.13,98.8,27.44,97.35,68.92,96.19,1.6,69.7,15.5,25.31,0.07,0.58,0.15,0.05,0.19,50,0.24,5.97,89.43,1.12,56.52,0.19,50,0.63,0.15,4.66,80.21,0,,0,,0,0,0,0,,,1.31,,,0,0,0,0,0,0
T. Morton,Hull City,Hull City,"RCMF, RDMF, LCMF",21,7000000,,22,1913,3,1.99,4,2.91,12.56,49.81,England,England,right,185,69,yes,8.23,5.88,62.4,0.99,28.57,0.8,1.06,0.47,3.76,4.99,0.75,3,0.14,1,0.05,1.79,0.14,3,0.14,0.09,0,0,17,0.8,41.18,17.647,0.19,1.41,23.33,0.33,28.57,1.04,18.18,0.28,1.65,57.14,3.34,47.89,1.36,0.8,0.09,39.99,0.38,0.24,51.89,89.39,11.76,77.2,12.42,96.59,18.02,92.43,47.42,92.86,3.06,66.15,17.1,35.18,0.14,1.18,0.05,0.05,0.42,44.44,0.52,5.36,76.32,2.45,51.92,1.04,59.09,0.75,0.38,5.27,77.68,0,,0,,0,0,0,0,,,1.32,,,0.47,0,0,2.82,0,0
M. Grimes,Swansea City,Swansea City,"LDMF, DMF, RDMF",28,7000000,2027-06-30,28,2828,2,0.46,3,2.69,10.82,59.71,England,England,left,179,70,no,6.87,4.52,69.01,1.81,52.63,0.13,0.17,0.32,3.63,4.73,0.38,3,0.1,0,0,1.43,0.06,2,0.06,0.01,0,0,13,0.41,30.77,15.385,0.1,0.92,48.28,0.67,42.86,0.22,71.43,0.13,0.83,76.92,2.9,48.35,0.1,1.21,0.19,52.19,0.22,0.73,69.89,90.21,22.37,81.08,11.3,97.18,23.17,94.23,64.54,93.39,4.46,52.14,17,41.03,0.09,0.89,0.06,0,0.35,63.64,0.29,9.61,77.15,1.85,51.72,0.92,48.28,0.6,0.51,8.94,79.72,0,,0,,0,0,0,0,,,1.37,,,0.8,0,0,0.64,0,0
G. Kamara,Leeds United,Leeds United,LDMF,28,6000000,2025-05-31,21,1706,0,0.33,2,2.25,14.77,50.71,Finland,"Finland, Sierra Leone",right,183,78,no,6.96,5.64,65.42,0.9,64.71,0.26,0.36,0.21,3.01,4.07,0.53,1,0.05,0,0,0.95,0,0,0,0.02,0,0,3,0.16,33.33,0,0.11,0.16,0,0.11,0,0.05,0,0,1.37,53.85,5.91,42.86,0.69,0.74,0.05,49.91,0.16,1.06,61.67,93.84,17.62,89.22,12.61,95.82,18.36,96.26,60.93,94.37,0.58,63.64,14.68,17.93,0.12,1.11,0.11,0,0.32,50,0.26,6.65,93.65,1.53,82.76,0.32,66.67,1.48,0.05,6.38,80.17,0,,0,,0,0,0,0,,,0.63,,,0,0,0,0,0,0
M. Núñez,Norwich City,Norwich City,"RCMF, LCMF, RDMF",23,6000000,2026-06-30,20,1312,0,0.87,1,1.01,16.33,47.9,Chile,Chile,right,173,73,no,7.68,7.96,54.31,2.47,38.89,0.27,0.32,0.21,3.09,3.58,1.37,5,0.34,0,0,1.65,0,0,0,0.06,0,0,28,1.92,25,0,0.07,0.96,42.86,0.27,0,0.62,55.56,0.21,1.17,58.82,3.7,48.15,0.69,0.69,0.21,39.58,0.21,0.41,49.94,87.09,13.03,68.95,5.63,96.34,25.79,94.68,42.74,92.46,6.24,57.14,19.67,33.06,0.07,0.62,0.07,0,0.14,50,0.14,6.86,71,1.85,51.85,0.34,20,0.62,0.55,7.34,68.22,0,,0,,0,0,0,0,,,0.21,,,0.82,0.21,66.67,1.85,0,0
I. Koné,Watford,Watford,"LCMF, RCMF",21,6000000,2026-06-30,24,1594,3,2.73,1,0.67,17.39,48.05,Côte d'Ivoire,"Côte d'Ivoire, Canada",right,188,76,no,6.83,5.7,57.43,1.24,22.73,0.56,0.78,0.17,2.99,4.13,1.36,3,0.17,0,0,3.05,0.17,3,0.17,0.15,0,0,28,1.58,35.71,10.714,0.06,0.79,28.57,0.45,37.5,0.34,16.67,0.23,3.5,59.68,8.36,47.3,1.81,2.54,0.79,31.11,0.45,1.47,42.06,87.25,10.16,73.89,8.24,97.26,17.62,90.38,39.35,88.81,1.92,79.41,18.54,31.15,0.04,0.73,0.17,0,0.51,33.33,0.23,4.8,80,1.07,57.89,0.4,42.86,0.56,0.23,3.95,75.71,0,,0,,0,0,0,0,,,0.96,,,0.06,0,0,0.28,0,0
S. Armstrong,Southampton,Southampton,"LCMF, RCMF",31,6000000,2024-06-30,28,2004,3,3.69,4,3.65,18.23,41.38,Scotland,Scotland,right,183,75,no,4.72,4.09,52.75,0.67,20,0.27,0.47,0,2.29,3.97,0.72,3,0.13,0,0,5.34,0.13,3,0.13,0.17,0,0,47,2.11,36.17,6.383,0.18,2.6,36.21,1.8,35,0.76,35.29,0.49,5.7,55.91,11.5,41.02,4.04,3.1,1.3,44.6,0.76,0.99,53.58,85.08,14.46,79.19,10.24,95.18,17.11,84.78,48.95,88.53,2.02,64.44,15.88,32.05,0.16,1.48,0,0.13,1.12,40,0.76,7.19,81.88,4.4,56.12,0.99,36.36,2.6,0.9,6.87,83.66,0,,0,,0,0,0,0,,,0.22,,,0.45,0.18,75,2.43,0,0
M. Siopis,Cardiff City,Cardiff City,"RDMF, DMF, LDMF",29,5500000,2024-06-30,25,2162,0,0.25,0,0.43,16.19,54.76,Greece,Greece,right,168,67,no,9.53,7.28,62.86,2.16,48.08,0.54,0.6,0.04,4.41,4.88,0.46,4,0.17,0,0,0.79,0,0,0,0.01,0,0,6,0.25,33.33,0,0,0.08,0,0,0,0.08,0,0,0.92,68.18,4.45,45.79,0.04,0.33,0.08,23.56,0.08,1.33,38.09,84.92,9.24,63.06,7.74,96.77,14.2,91.2,33.89,88.08,4.12,60.61,18.08,37.52,0.02,0.21,0,0,0.08,100,0.04,4.79,69.57,0.54,46.15,0.33,37.5,0.12,0,4.79,60.87,0,,0,,0,0,0,0,,,0.54,,,0,0,0,0,0,0
L. Travis,Ipswich Town,Ipswich Town,"RDMF, RCMF, RB",26,5000000,2026-06-30,22,1474,0,0.78,2,1.36,21.37,52.29,England,England,right,183,83,yes,10.38,9.89,63.58,1.47,50,0.55,0.69,0.73,3.54,4.46,1.83,8,0.49,0,0,2.14,0,0,0,0.05,0,0,10,0.61,40,0,0.12,1.34,22.73,0.06,0,1.28,23.81,0.31,1.95,65.63,7.2,43.22,1.4,1.65,0.43,29.61,0.98,1.22,39.5,83.62,12.58,72.82,7.94,95.38,12.03,87.31,35.9,87.59,2.32,55.26,16.96,29.92,0.08,0.61,0,0,0.55,55.56,0.49,5.25,77.91,2.38,56.41,0.55,66.67,1.4,0.43,6.66,74.31,0,,0,,0,0,0,0,,,0.49,,,0,0,0,0,0,0
E. Kayembe,Watford,Watford,"RCMF, DMF",25,5000000,2026-06-30,21,1597,4,2.26,1,1.32,18.88,41.49,Congo DR,Congo DR,left,183,77,no,6.09,6.2,50.91,1.92,32.35,0.06,0.07,0.28,2.87,3.77,1.18,3,0.17,0,0,2.2,0.23,4,0.23,0.13,0,0,30,1.69,33.33,13.333,0.06,0.23,25,0.11,0,0.11,50,0.06,2.37,57.14,8.68,35.06,1.35,1.35,0.39,24.06,0.62,0.28,36.46,87.33,9.36,74.7,6.65,95.76,14.71,92.34,33.76,89.98,2.48,56.82,17.69,25.89,0.07,0.96,0.06,0.11,0.51,44.44,0.17,5.58,79.8,1.24,50,0.73,38.46,0.73,0.06,4.28,69.74,0,,0,,0,0,0,0,,,0.56,,,0.11,0,0,0.11,0,0
D. Neil,Sunderland,Sunderland,"DMF, LCMF, LDMF",22,4500000,2026-06-30,28,2697,4,3.36,1,1.83,15.95,52.3,England,England,right,178,70,no,7.88,6.44,62.69,1.6,54.17,0.53,0.76,0.23,3.3,4.73,0.6,2,0.07,1,0.03,1.87,0.13,4,0.13,0.11,0,0,39,1.3,20.51,10.256,0.03,1.47,34.09,0.57,23.53,0.8,41.67,0.43,2,50,5.64,43.2,0.97,1.6,0.33,41.78,0.43,0.7,55.29,90.71,14.65,82.69,6.84,99.02,24.43,94.13,51.22,93.75,2.7,64.2,17.75,33.46,0.06,0.77,0,0.03,0.23,42.86,0.17,7.47,85.71,2.2,50,0.57,23.53,0.67,0.4,5.87,79.55,0,,0,,0,0,0,0,,,0.6,,,0,0,0,0,0,0
W. Burger,Stoke City,Stoke City,"LDMF, DMF, LCMF",22,4500000,2025-06-30,24,1942,1,1.44,1,1.87,20.53,48.31,Netherlands,Netherlands,left,191,83,no,9.78,9.22,58.29,3.94,50.59,0.7,0.95,0.32,3.71,5.05,1.85,7,0.32,0,0,1.34,0.05,1,0.05,0.07,0,0,24,1.11,33.33,4.167,0.05,1.34,20.69,1.11,12.5,0.23,60,0.09,1.11,54.17,4.08,36.36,1.3,0.7,0.37,30.17,0.14,0.7,45.09,78.93,15.9,64.14,7.79,95.24,14.09,85.86,38.42,84.56,5.33,53.04,18.59,31.79,0.09,0.51,0,0,0.46,20,0.14,8.02,63.58,2.5,44.44,0.74,31.25,1.07,0.32,7.32,72.15,0,,0,,0,0,0,0,,,1.02,,,0.09,0.05,0,0.05,0,0
B. Mitchell,Millwall,Millwall,"RCMF, LCMF",22,4500000,,22,1506,0,0.17,1,0.6,14.76,49.39,England,England,right,178,75,no,6.75,5.5,63.04,2.75,45.65,0.06,0.07,0.24,3.23,3.84,0.96,3,0.18,0,0,0.96,0,0,0,0.01,0,0,9,0.54,22.22,0,0.06,1.02,35.29,0.6,40,0.42,28.57,0.24,1.08,44.44,3.53,32.2,0.36,0.66,0.3,29.52,0.12,0.54,44.58,86.46,11.41,65.97,7.71,98.45,20.2,93.49,39.32,90.58,4.24,60.56,18.64,26.87,0.04,0.24,0,0,0.06,0,0.18,5.5,66.3,1.55,42.31,0.42,14.29,0.48,0.36,5.26,73.86,0,,0,,0,0,0,0,,,0.54,,,0,0,0,0,0,0
I. Šunjić,Birmingham City,Birmingham City,"LCMF, LDMF, RDMF",27,4000000,2024-06-30,23,2033,0,1.03,3,1.53,14.25,48.76,Bosnia and Herzegovina,"Bosnia and Herzegovina, Croatia",right,184,75,no,10.54,8.32,56.38,1.28,51.72,1.02,1.16,0.27,4.83,5.5,1.59,6,0.27,0,0,0.58,0,0,0,0.05,0,0,12,0.53,16.67,0,0.13,0.58,53.85,0.31,71.43,0.27,33.33,0.04,0.4,44.44,2.3,23.08,0.49,0.58,0.13,15.18,0.18,0.31,26.34,79.66,8.72,63.96,4.6,96.15,8.59,86.6,23.29,84.98,2.57,36.21,18.22,34.1,0.07,0.66,0.09,0,0.04,0,0.27,3.1,65.71,0.93,47.62,0.18,50,0.22,0.27,4.38,59.6,0,,0,,0,0,0,0,,,0.53,,,0,0,0,0,0,0
B. Sheaf,Coventry City,Coventry City,"LCMF, LDMF, RCMF",25,3800000,2026-06-30,21,2036,3,2.89,0,1.07,22.1,54.4,England,England,right,185,64,no,12.24,10.61,64.58,1.9,39.53,0.84,1.02,0.31,4.55,5.54,1.19,4,0.18,0,0,2.65,0.13,3,0.13,0.13,0,0,41,1.81,26.83,7.317,0,0.8,44.44,0.49,36.36,0.31,57.14,0.04,3.18,55.56,7.38,47.31,0.84,1.81,0.35,40.54,0.22,1.19,55.74,86.28,20.42,77.27,8.58,97.94,18.65,91.94,50.53,89.33,4.46,59.41,18.01,37.7,0.05,0.66,0.04,0,0.57,7.69,0.18,8.13,75,2.65,61.67,1.11,40,1.15,0.27,9.64,76.61,0,,0,,0,0,0,0,,,0.93,,,0,0,0,0.75,0,0
R. Wintle,Cardiff City,Cardiff City,"RDMF, RCMF",26,3800000,2026-06-30,27,1931,1,1.8,4,2.68,8.39,45.56,England,England,right,180,64,no,5.5,3.54,59.21,1.17,44,0.09,0.1,0.56,3.31,3.6,0.37,1,0.05,0,0,1.17,0.05,0,0,0.08,0,0,10,0.47,70,10,0.19,1.12,45.83,0.28,33.33,0.84,50,0.09,0.47,50,2.19,25.53,0.33,0.19,0,27.41,0.42,0.28,40.78,86.63,11.05,73.42,7.78,95.21,15.38,93.33,35.61,91.62,4.15,52.81,19.17,34.6,0.12,1.49,0,0,0.14,66.67,0.37,4.99,67.29,1.21,57.69,0.33,42.86,0.19,0.51,5.45,73.5,0,,0,,0,0,0,0,,,0.84,,,0.84,0,0,1.91,1,100
R. Slater,Hull City,Hull City,"RDMF, RCMF, LB",24,3500000,2026-06-30,20,1563,2,1.29,1,0.3,12.26,50.23,England,England,right,173,65,no,6.74,5.12,65.17,1.44,40,0.23,0.29,0.4,3.17,3.96,0.52,3,0.17,0,0,1.5,0.12,2,0.12,0.07,0,0,16,0.92,31.25,12.5,0.06,0.98,29.41,0.29,20,0.69,33.33,0,1.79,45.16,3.97,42.03,0.92,1.04,0.69,31.96,0.4,0.52,40.94,87.9,8.23,71.33,10.77,96.26,12.38,92.56,38.12,92.3,1.9,30.3,15.32,23.52,0.02,0.4,0,0,0.12,100,0.29,2.65,71.74,1.09,42.11,0.29,60,0.29,0.29,3.51,50.82,0,,0,,0,0,0,0,,,0.69,,,0,0,0,0,0,0
S. Field,Queens Park Rangers,Queens Park Rangers,"DMF, LCMF, RCMF",25,3500000,2024-06-30,28,2701,0,2.08,1,0.36,16.49,56.16,England,England,left,191,90,no,10.16,6,67.78,4.23,50.39,0.33,0.41,0.57,5.76,7.05,1.03,10,0.33,0,0,0.5,0,0,0,0.07,0,0,16,0.53,18.75,0,0.03,0.2,33.33,0.07,50,0.13,25,0.03,0.7,47.62,2.53,46.05,0.87,0.37,0.13,17.56,0.13,1.23,29.69,84.18,10.7,69.47,4.83,96.55,9.46,90.85,26.39,88.89,3.13,46.81,18.02,29.25,0.01,0.1,0.03,0,0,0,0.1,4.23,68.5,0.5,46.67,0.13,0,0.27,0.1,4.5,69.63,0,,0,,0,0,0,0,,,0.6,,,0,0,0,0,0,0
