Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
C. Mahoney,Gillingham,Gillingham,"RW, RAMF, AMF",26,300000,2024-06-30,16,1496,4,1.83,2,3.28,14.68,46.31,England,"England, Republic of Ireland",right,175,67,yes,5.23,4.39,52.05,1.26,47.62,0.42,0.56,0.12,2.53,3.37,0.36,0,0,0,0,4.87,0.24,4,0.24,0.11,0,0,31,1.86,38.71,12.903,0.12,3.55,40.68,0.6,30,2.95,42.86,0.54,4.15,65.22,7.22,48.33,2.11,1.93,0.36,24.73,1.2,0.48,33.75,75.22,9.32,63.23,7.64,94.49,10.71,75.84,27.25,82.56,3.25,46.3,19.31,39.64,0.2,1.38,0.12,0,0.18,0,0.48,4.69,60.26,3.61,51.67,0.24,0,0.78,1.44,5.47,79.12,0,,0,,0,0,0,0,,,0.12,,,1.14,0.24,50,3.73,0,0
J. Hawkes,Tranmere Rovers,Tranmere Rovers,"LWF, LW",24,300000,2024-06-30,17,1051,4,3.28,0,0.94,17.55,45.85,England,England,right,183,73,no,5.14,4.8,66.07,1.2,28.57,0.17,0.23,0,1.8,2.45,0.26,0,0,0,0,4.62,0.34,2,0.17,0.28,0,0,22,1.88,45.45,18.182,0,3.08,30.56,2.57,30,0.51,33.33,0.51,4.11,64.58,8.99,42.86,2.14,1.88,0.77,20.64,2.4,0.51,28.52,74.77,6.34,59.46,7.02,93.9,8.91,78.85,22.61,83.33,3,54.29,19.51,28.76,0.08,1.03,0,0,0.26,66.67,0.43,2.83,42.42,2.83,39.39,0.43,20,0.86,1.11,4.28,70,0,,0,,0,0,0,0,,,0.26,,,0.17,0,0,0.6,3,66.667
D. McGoldrick,Notts County,Notts County,"LWF, AMF, CF",36,300000,,19,1750,8,6.88,3,1.46,24.69,42.71,England,"England, Republic of Ireland",right,183,74,no,4.73,3.55,62.32,5.91,38.26,0.36,0.64,0.05,2.16,3.85,1.08,6,0.31,0,0,4.37,0.41,7,0.36,0.35,1,0.05,58,2.98,46.55,13.793,0.15,1.23,29.17,1.03,30,0.15,33.33,0.41,4.47,57.47,11.06,40.47,3.03,1.59,0.26,21.91,1.7,0.82,29.21,80.46,7.3,65.49,8.13,93.67,9.36,83.52,26.74,84.62,1.34,38.46,17.93,31.94,0.08,0.51,0.1,0.05,0.31,16.67,0.41,3.6,62.86,2.06,52.5,0.41,12.5,0.82,0.31,3.14,77.05,0,,0,,0,0,0,0,,,0.46,,,0.1,0.1,0,0.1,1,100
I. Hutchinson,Walsall,Walsall,"LW, LCMF",23,300000,2025-06-30,20,1916,5,3.4,3,1.6,16.91,39.72,England,England,right,178,70,no,5.73,4.65,57.58,1.69,50,0.19,0.22,0.09,2.87,3.39,0.89,4,0.19,0,0,3.48,0.23,5,0.23,0.16,1,0.05,53,2.49,30.19,9.434,0.14,1.5,37.5,1.13,29.17,0.33,57.14,0.14,4.7,45,8.55,30.22,1.88,2.68,1.03,17.85,1.41,0.52,27.29,80.72,6.62,63.83,7.37,95.54,9.86,82.38,23.82,85.01,2.02,62.79,20.15,38.47,0.08,0.61,0.05,0,0.14,33.33,0.33,3.48,71.62,2.4,50.98,0.38,37.5,0.85,0.56,3.76,78.75,0,,0,,0,0,0,0,,,0.85,,,0.28,0.14,0,0.47,0,0
S. Tracey,Crewe Alexandra,Crewe Alexandra,"RWF, AMF, RAMF",25,250000,,18,1608,2,2.64,1,2.13,24.57,40.55,England,England,right,179,75,no,5.49,4.14,64.86,2.57,30.43,0.22,0.3,0,2.57,3.42,0.84,2,0.11,0,0,4.42,0.11,2,0.11,0.15,0,0,19,1.06,36.84,10.526,0.06,2.01,25,0.62,18.18,1.34,29.17,0.34,6.72,51.67,14.89,37.22,3.36,2.52,1.06,11.7,0.84,1.01,19.25,80.23,3.69,71.21,6.32,97.35,5.6,74,17.13,86.93,0.22,25,17.56,7.13,0.12,1.29,0.06,0.11,0.11,50,0.5,1.01,72.22,1.85,51.52,0.06,100,1.06,0.5,2.29,78.05,0,,0,,0,0,0,0,,,0.11,,,0,0,0,0.22,0,0
J. Tilley,AFC Wimbledon,AFC Wimbledon,"RW, RAMF",25,250000,2024-06-30,18,1719,7,7.19,3,2.8,25.29,42.65,England,England,left,173,69,no,8.06,7.38,54.61,3.56,23.53,0.42,0.55,0.05,3.61,4.77,1.68,3,0.16,0,0,6.49,0.37,6,0.31,0.38,0,0,65,3.4,35.38,10.769,0.16,3.09,38.98,0.37,14.29,2.72,42.31,0.31,5.86,66.07,11.26,44.65,3.25,1.83,0.58,12.93,1.36,1.1,20.37,69.67,6.91,61.36,3.93,94.67,5.92,67.26,14.92,78.6,2.41,54.35,20.13,32.98,0.15,1.1,0.05,0,0.52,40,0.26,3.46,59.09,2.72,51.92,0.73,21.43,0.42,1.1,4.19,83.75,0,,0,,0,0,0,0,,,0,,,0.94,0.31,16.67,2.93,2,50
C. Vernam,Grimsby Town,Grimsby Town,"RW, RAMF, LW",26,200000,,4,270,0,0.4,0,0.14,16.33,44.9,England,England,right,170,74,no,6.33,5.33,62.5,1,66.67,0.33,0.5,0,2.67,4,1,0,0,0,0,3,0,0,0,0.13,0,0,6,2,16.67,0,0,3,22.22,1.33,0,1.67,40,0,3,66.67,8.33,40,2.33,3,0.67,8.33,0.67,0,18.33,72.73,3.67,81.82,5,80,6.67,70,14.33,83.72,1,66.67,16.05,30.53,0.05,0.67,0.67,0,0,0,0.67,1,66.67,2.33,14.29,0,0,0.33,0.67,2,100,0,,0,,0,0,0,0,,,0,,,0.67,0,0,2.33,0,0
M. Hippolyte,Stockport County,Stockport County,"LAMF, RAMF, AMF",29,200000,2024-06-30,3,79,0,0.01,0,0.01,29.62,50,England,"England, Grenada",left,183,74,no,9.11,7.97,71.43,5.7,80,1.14,2.14,0,2.28,4.29,1.14,1,1.14,0,0,4.56,0,0,0,0.01,0,0,2,2.28,0,0,0,3.42,33.33,2.28,50,1.14,0,0,6.84,50,14.81,30.77,2.28,0,0,25.06,0,1.14,34.18,70,14.81,53.85,9.11,87.5,7.97,71.43,22.78,85,7.97,42.86,32.29,35.34,0.02,1.14,0,0,0,0,1.14,7.97,57.14,4.56,75,0,0,2.28,1.14,7.97,71.43,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
K. Hemmings,Tranmere Rovers,Tranmere Rovers,LAMF,32,200000,2024-06-30,1,27,0,0,0,0.05,,,England,"England, Jamaica",right,185,78,no,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,,,,,,0,0
S. McConville,Accrington Stanley,Accrington Stanley,"LAMF, LW, RAMF",34,200000,2024-06-30,4,321,2,1.18,0,1.06,9.81,57.14,England,England,left,180,74,no,4.77,2.8,70,1.96,28.57,0.56,0.86,0,2.24,3.43,0.84,1,0.28,0,0,3.36,0.56,2,0.56,0.33,0,0,7,1.96,71.43,28.571,0,2.24,62.5,0.84,33.33,1.4,80,0.28,0.84,66.67,2.8,50,0.84,1.12,0.28,23.27,1.12,0.84,34.21,80.33,10.09,61.11,9.53,91.18,11.21,95,25.79,85.87,6.45,65.22,22.25,31.34,0.3,1.68,0,0,0,0,0.56,5.61,65,1.68,66.67,0.56,0,0.28,1.12,8.41,73.33,0,,0,,0,0,0,0,,,0.28,,,1.12,0.28,100,2.52,0,0
